Albums,Bio,Born,Born In,Dies,Listeners,Period,Similar Composers,Tags,Top Songs,composer,wiki
"['Luigi Cherubini - CHERUBINI: Requiem / Marche funebre', 'Luigi Cherubini - Hausmusik London, Cherubini: Complete String Quartets', 'Luigi Cherubini - Medea', 'Luigi Cherubini - Donato Renzetti, Sinfonia in re Maggiore - Medee - Ifigenia in Aulide - Le Cresendo', 'Luigi Cherubini - Cherubini: Symphony in D Major / Opera Overtures']","Luigi Cherubini (1760–1842) was an Italian composer who spent most of his working life in France. Although his music is not well known today, it was greatly admired in his time. Beethoven regarded him as the greatest of his contemporaries.  Cherubini was born Maria Luigi Carlo Zenobio Salvatore Cherubini on 14th September 1760 in Florence. His instruction in music began at the age of six with his father, himself a musician. By the age of thirteen he had composed several religious works. <a href=""https://www.last.fm/music/Luigi+Cherubini"">Read more on Last.fm</a>",14 September 1760,"Florence, Firenze, Toscana, Italy",15 March 1842 (aged 81),14905,Classical,"['Johann Nepomuk Hummel', 'Paul Wranitzky', 'Christian Cannabich', 'Louis Spohr', 'Antonio Rosetti']",[],"['Luigi Cherubini - Marche funebre', 'Luigi Cherubini - Requiem No. 1 in C minor: Introitus et Kyrie: Requiem aeternam', 'Luigi Cherubini - Dies irae', 'Luigi Cherubini - Introitus et Kyrie: Requiem aeternam', 'Luigi Cherubini - Symphony In D Major', 'Luigi Cherubini - Agnus Dei', 'Luigi Cherubini - String Quartet No. 6 In A Minor', 'Luigi Cherubini - String Quartet No. 1 In E Flat Major', 'Luigi Cherubini - Sanctus', 'Luigi Cherubini - Pie Jesu']",Luigi Cherubini,/wiki/Luigi_Cherubini
"['Jan Ladislav Dussek - DUSSEK / WAGENSEIL / KRUMPHOLTZ: Harp Concertos', 'Jan Ladislav Dussek - J.L. Dussek: Sonatas', 'Jan Ladislav Dussek - Dussek: The Complete Piano Sonatas, Vol. 2', 'Jan Ladislav Dussek - Dussek: Piano Concerto in F Major, Piano Concerto in B-Flat Major & Piano Sonata in A-Flat Major', 'Jan Ladislav Dussek - Dussek: Solemn Mass in G Major, C. 256']","Jan Ladislav Dussek or Jan Ladislav Dusík (baptized as Václav Jan Dusík) (February 12, 1760 in Čáslav-March 20, 1812 in St.-Germain-en-Laye) was a Czech composer and pianist. The Dussek family has an extraordinarily long history as professional musicians, starting at least as early as Jan Ladislav's grandfather, and lasting in the Moravian branch of the family at least into the 1970s. Of them, Jan Ladislav is often known as ""Dussek the Great"". <a href=""https://www.last.fm/music/Jan+Ladislav+Dussek"">Read more on Last.fm</a>",12 February 1760,"Kutná Hora, Středočeský kraj, Czech Republic",20 March 1812 (aged 52),4860,Classical,"['Franz Krommer', 'Marianna Creti de Rocchis', 'Nicholas Charles Bochsa', 'Franz Danzi', 'Franz Anton Hoffmeister']",[],"['Jan Ladislav Dussek - Allegro con spirito', 'Jan Ladislav Dussek - Fantasia and Fugue for Piano, Op. 55: Fugue', 'Jan Ladislav Dussek - Piano Concerto in B-Flat Major, Op. 40, ""Military"": I. Allegro moderato', ""Jan Ladislav Dussek - Piano Sonata, Op. 70 'Le retour à Paris': I. Allegro non troppo ed espressivo"", 'Jan Ladislav Dussek - Solemn Mass in G Major, C. 256: V. Gloria', 'Jan Ladislav Dussek - Allegro', 'Jan Ladislav Dussek - Harp Sonata: III. Rondo - Allegro', 'Jan Ladislav Dussek - Harp Sonata: II. Andantino', 'Jan Ladislav Dussek - Piano Sonata No. 28 in F Minor, Op. 77, Craw 259: III. Adagio non troppo, ma solenne', 'Jan Ladislav Dussek - Concerto for Two Pianos and Orchestra in B-Flat Major, Op. 63: III. Allegro moderato']",Jan Ladislav Dussek,/wiki/Jan_Ladislav_Dussek
"['Ignaz Pleyel - Jane Austen Piano Favourites', 'Ignaz Pleyel - Pleyel, I.J.: Clarinet Concertos Nos. 1 and 2 / Sinfonia Concertante in B-Flat Major', 'Ignaz Pleyel - Revolution - Flute Concertos by Devienne, Gianella, Gluck & Pleyel', 'Ignaz Pleyel - Suite Case. Violin Duos from Vivaldi to Sollima', 'Ignaz Pleyel - (null)']","Ignace Pleyel (June 18, 1757–November 14, 1831) was an Austrian-born composer of the Classical period.  He was born in Ruppersthal in Lower Austria, the son of a schoolmaster named Martin Pleyl. While still young he probably studied with Johann Baptist Vanhal, and from 1772 he became the pupil of Joseph Haydn in Eisenstadt. As with Beethoven, born 13 years later, Pleyel benefited in his study from the sponsorship of aristocracy, in this case Count Ladislaus Erdődy (1746-1786). <a href=""https://www.last.fm/music/Ignaz+Pleyel"">Read more on Last.fm</a>",18 June 1757,"Großweikersdorf, Niederösterreich, Austria",14 November 1831 (aged 74),2027,Classical,"['Georg Christoph Wagenseil', 'Joseph Joachim Raff', 'Adalbert Gyrowetz', 'Carlos Baguer', 'François Devienne']",[],"['Ignaz Pleyel - Keyboard Sonatina No. 3 in F Major', 'Ignaz Pleyel - Duo No. 6 in E Minor, B. 518: I. Adagio', 'Ignaz Pleyel - Clarinet Concerto No. 2 in B-Flat Major: III. Rondo', 'Ignaz Pleyel - Pleyel: Flute Concerto in C Major, B. 106: III. Rondo [Allegro molto]', 'Ignaz Pleyel - 1. Satz aus dem Klarinettenkonzert Nr. 1 B-Dur', 'Ignaz Pleyel - Pleyel: Flute Concerto in C Major, B. 106: I. Allegro', 'Ignaz Pleyel - Allegro aus dem Klarinettenkonzert C-Dur', 'Ignaz Pleyel - Pleyel: Flute Concerto in C Major, B. 106: II. Adagio', 'Ignaz Pleyel - 1. Satz aus dem Klarinettenkonzert Nr. 2 B-Dur', 'Ignaz Pleyel - Tempo di Minuetto/Presto assai aus Symphonie Concertante F-Dur']",Ignaz Pleyel,/wiki/Ignaz_Pleyel
"['Joseph Martin Kraus - Sundkvist, Complete Symphonies 4', 'Joseph Martin Kraus - KRAUS: Piano Music', ""Joseph Martin Kraus - Haydn 2032, Vol. 5: L'homme de génie"", 'Joseph Martin Kraus - KRAUS: Symphonies, Vol. 3', 'Joseph Martin Kraus - KRAUS: Symphonies, Vol.  1']","Joseph Martin Kraus was a composer in the classical era who is sometimes referred to as ""the Swedish Mozart."" Kraus was born on June 20, 1756 in Miltenberg am Main, Germany. He moved to Sweden at age 22 and died at the age of 36 on December 15, 1792 in Stockholm.  Bertil van Boer divides Kraus's sacred music into two periods. The first, from 1768 to 1777, comprises Kraus's music written as a Roman Catholic for Catholic services. For the second, from 1778 to 1790, Kraus was still Catholic, but wrote music for Lutheran services. <a href=""https://www.last.fm/music/Joseph+Martin+Kraus"">Read more on Last.fm</a>",20 June 1756,"Miltenberg, Bayern, Germany",15 December 1792 (aged 36),5197,Classical,"['Christian Cannabich', 'Paul Wranitzky', 'Antonio Rosetti', 'Leopold Hofmann', 'Johann Baptist Vanhal']",[],"['Joseph Martin Kraus - Symphony In D Major, Vb. 143', 'Joseph Martin Kraus - Symphony In F Major (attrib.), Vb. 145', 'Joseph Martin Kraus - Allegro ma non troppo presto', 'Joseph Martin Kraus - Symphony in C Minor, VB 142: III. Allegro assai', 'Joseph Martin Kraus - Symphony In E Flat Major, Vb. 144', 'Joseph Martin Kraus - Symphony In C Minor, VB 148, ""Symphonie Funebre"": IV. Adagio', 'Joseph Martin Kraus - Symphony (Sinfonia Con Fugato Per La Chiesa) In D Major, Vb. 146', 'Joseph Martin Kraus - Olympie Overture, VB 29', 'Joseph Martin Kraus - Symphony in C minor, VB 142: II. Andante', 'Joseph Martin Kraus - Symphony in C Major, VB 138, ""Violin obligato"": I. Adagio - Allegro']",Joseph Martin Kraus,/wiki/Joseph_Martin_Kraus
"['Wolfgang Amadeus Mozart - Requiem', 'Wolfgang Amadeus Mozart - Amadeus Soundtrack', 'Wolfgang Amadeus Mozart - Requiem (Herbert von Karajan)', 'Wolfgang Amadeus Mozart - Dreams of Classics', 'Wolfgang Amadeus Mozart - MOZART: Overtures']","Wolfgang Amadeus Mozart (born Johannes Chrysostomus Wolfgangus Theophilus Mozart; 27 January 1756 – 5 December 1791) is among the most significant and enduring popular composers of European classical music. His enormous output includes works that are widely acknowledged as pinnacles of symphonic, chamber, piano, operatic, and choral music.  Many of his works are part of the standard concert repertoire and are widely recognized as masterpieces of classical music. <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",27 January 1756,"Salzburg, Salzburg, Austria",5 December 1791 (aged 35),1686367,Classical,"['Ludwig van Beethoven', 'Johann Sebastian Bach', 'Franz Schubert', 'Johannes Brahms', 'Franz Joseph Haydn']",[],"['Wolfgang Amadeus Mozart - Requiem', 'Wolfgang Amadeus Mozart - Eine kleine Nachtmusik', 'Wolfgang Amadeus Mozart - Lacrimosa', 'Wolfgang Amadeus Mozart - Dies Irae', 'Wolfgang Amadeus Mozart - Rondo alla Turca', 'Wolfgang Amadeus Mozart - Requiem: Lacrimosa', 'Wolfgang Amadeus Mozart - Sanctus', 'Wolfgang Amadeus Mozart - Rex Tremendae', 'Wolfgang Amadeus Mozart - Benedictus', 'Wolfgang Amadeus Mozart - Ave Verum Corpus']",Wolfgang Amadeus Mozart,/wiki/Wolfgang_Amadeus_Mozart
"['Giovanni Battista Viotti - VIOTTI: Violin Concerto No. 23 / Sinfonie Concertanti', 'Giovanni Battista Viotti - Viotti: Violin Concertos (Complete)', 'Giovanni Battista Viotti - Viotti: Violin Concertos (Complete), Vol. 1', 'Giovanni Battista Viotti - Italian Harp Music', 'Giovanni Battista Viotti - Viotti: Violin Sonatas (Complete), Vol. 1']","Giovanni Battista Viotti (May 12, 1755   March 3, 1824) was an Italian violinist whose virtuosity was famed and whose work as a composer featured a prominent violin and an appealing lyrical tunefulness. He was also a director of French and Italian opera companies in Paris and London.  Viotti was born at Fontanetto Po in the Savoia Kingdom of Sardinia (today the province of Vercelli, Piedmont, Italy). For his musical talent, he was taken into the household of principe Alfonso dal Pozzo della Cisterna in Turin <a href=""https://www.last.fm/music/Giovanni+Battista+Viotti"">Read more on Last.fm</a>",12 May 1755,"Fontanetto Po, Vercelli, Piemonte, Italy",3 March 1824 (aged 68),3256,Classical,"['Franz Anton Hoffmeister', 'Joseph Fiala', 'Alessandro Rolla', 'Franz Danzi', 'Johann Wilhelm Wilms']",[],"['Giovanni Battista Viotti - Violin Concerto No. 12 in B-Flat Major, G. 64: II. Adagio', 'Giovanni Battista Viotti - Rondo: (Allegro)', 'Giovanni Battista Viotti - Adagio non tanto', 'Giovanni Battista Viotti - Adagio', 'Giovanni Battista Viotti - Andante', 'Giovanni Battista Viotti - Viotti: Violin Concerto No. 22 in A Minor: I. Moderato', 'Giovanni Battista Viotti - Violin Concerto No. 23 in G Major, G. 98: I. Allegro', 'Giovanni Battista Viotti - Violin Concerto No. 23 in G major, G. 98: II. Andante', 'Giovanni Battista Viotti - Allegro brillante', 'Giovanni Battista Viotti - Viotti: Violin Concerto No. 22 in A Minor: III. Agitato assai']",Giovanni Battista Viotti,/wiki/Giovanni_Battista_Viotti
"[""Vicente Martín y Soler - Martín y Soler: L'arbore di Diana"", 'Vicente Martín y Soler - Vicente Martín y Soler: Il burbero di buon cuore', 'Vicente Martín y Soler - Martin y Soler: Una cosa rara', 'Vicente Martín y Soler - La Madrileña', 'Vicente Martín y Soler - (null)']","<a href=""https://www.last.fm/music/+noredirect/Vicente+Mart%C3%ADn+y+Soler"">Read more on Last.fm</a>",2 May 1754,"Valencia, Valencia, Comunidad Valenciana, Spain",30 January 1806 (aged 51),207,Classical,"['Antoine Dauvergne', 'Domenico Cimarosa', 'Nicola Porpora', 'José de Nebra', 'Johann Adolf Hasse']",[],"['Vicente Martín y Soler - Una cosa rara, o sia Bellezza ed onestà, Act I, scene 18: O quanto un sì bel giubilo! (La regina, Lilla, Ghita, Tito, Lubino)', ""Vicente Martín y Soler - L'arbore di Diana: Act I: Overture"", 'Vicente Martín y Soler - Una cosa rara: Atto primo, No.1 Sinfonia', 'Vicente Martín y Soler - Il burbero di buon cuore: Act I: Overture', 'Vicente Martín y Soler - Una cosa rara: Atto primo, No.10 O quanto un sì bel giubilo', 'Vicente Martín y Soler - Obertura', 'Vicente Martín y Soler - Una cosa rara: Atto primo, No.5 Un briccone senza cuore', 'Vicente Martín y Soler - Una cosa rara: Atto primo, No.6 Lilla mia, dove sei gita', 'Vicente Martín y Soler - Una cosa rara: Atto secondo, No.14 Dammi la cara mano', 'Vicente Martín y Soler - Una cosa rara: Atto secondo, No.16 Non farmi più languir']",Vicente Martín y Soler,/wiki/Vicente_Mart%C3%ADn_y_Soler
"['Muzio Clementi - CLEMENTI: Piano Sonatas Op. 50 No. 1, Op. 41 and Op. 34 No.', 'Muzio Clementi - CLEMENTI: Early Piano Sonatas', 'Muzio Clementi - Clementi: 6 Progressive Piano Sonatinas, Op. 36 / Piano Sonatas', 'Muzio Clementi - CLEMENTI: Progressive Sonatinas Op. 36 / Sonatas Opp. 24 and 25', 'Muzio Clementi - CLEMENTI: Piano Sonatas, Op. 40']","Muzio Clementi (1752–1832) was a classical composer, and acknowledged as the first to write specifically for the piano. He is best known for his collection of piano studies, Gradus ad Parnassum.  Clementi was born in Rome on 24thJanuary 1752, the first of seven children, to Nicolò Clementi, a highly respected silversmith and Roman by heritage, and Magdalena Kaiser, who was Swiss. His musical talent became clear at an early age: by the age of seven he was in musical instruction <a href=""https://www.last.fm/music/Muzio+Clementi"">Read more on Last.fm</a>",24 January 1752,"Rome, Roma, Lazio, Italy",10 March 1832 (aged 80),78072,Classical,"['Johann Nepomuk Hummel', 'Antonio Salieri', 'Carl Stamitz', 'Pietro Antonio Locatelli', 'Michael Haydn']",[],"['Muzio Clementi - I. Allegro ma con grazia', 'Muzio Clementi - Finale: Presto', 'Muzio Clementi - Keyboard Sonatina In C Major, Op. 36, No. 1: I. Allegro', 'Muzio Clementi - Largo e sostenuto', 'Muzio Clementi - Presto', 'Muzio Clementi - Allegro', 'Muzio Clementi - Allegro con brio', 'Muzio Clementi - Andante and Variations', 'Muzio Clementi - Symphony No. 3 in G Major, WoO 34, ""Great National Symphony"" (edited by P. Spada): IV. Finale: Vivace', 'Muzio Clementi - Sonata Op. 13, No. 6: Adagio patetico']",Muzio Clementi,/wiki/Muzio_Clementi
"['Antonio Salieri - SALIERI: Overtures', 'Antonio Salieri - Imperial Fanfares', 'Antonio Salieri - Salieri: Overtures and Ballets, Vol. 1 - Armida / Daliso E Delmita / Pafio E Mirra Ossia I Prigionieri Di Cipro / Der Rauchfangkehrer', 'Antonio Salieri - Matthias Bamert, Salieri: Symphonies, Overtures', 'Antonio Salieri - Italian Oboe Concertos, Vol. 2']","Antonio Salieri (18th August 1750–7th May 1825) was an Italian composer and conductor. As the Austrian imperial Kapellmeister from 1788 to 1824, he was one of the most important and famous musicians of his time.  Raised in a prosperous family of merchants in Legnago, Salieri studied violin and harpsichord with his brother Francesco, who was a student of Giuseppe Tartini. After the early death of his parents, he moved to Padua, then to Venice, where he studied thoroughbass with Giovanni Battista Pescetti. <a href=""https://www.last.fm/music/Antonio+Salieri"">Read more on Last.fm</a>",18 August 1750,"Legnago, Verona, Veneto, Italy",7 May 1825 (aged 74),45738,Classical,"['Johann Nepomuk Hummel', 'Carl Stamitz', 'Muzio Clementi', 'Michael Haydn', 'Pietro Antonio Locatelli']",[],"['Antonio Salieri - Les Danaides', 'Antonio Salieri - Imperial Fanfare', 'Antonio Salieri - Il Talismano', 'Antonio Salieri - Largo - Allegretto', 'Antonio Salieri - Procession No. 8: Allegretto', 'Antonio Salieri - Eraclito e Democrito', 'Antonio Salieri - La grotta di Trofonio', 'Antonio Salieri - Cesare in Farmacusa', 'Antonio Salieri - La Secchia Rapita', 'Antonio Salieri - Allegro spiritoso']",Antonio Salieri,/wiki/Antonio_Salieri
"['Domenico Cimarosa - CIMAROSA: Overtures', 'Domenico Cimarosa - Baroque at Bathtime', 'Domenico Cimarosa - Domenico Cimarosa : Requiem in Sol Minore per soli, coro e orchestra', 'Domenico Cimarosa - Albinoni / Cimarosa / Marcello / Sammartini / Lotti: Oboe Concertos', 'Domenico Cimarosa - (null)']","Domenico Cimarosa (17 December 1749 – 11 January 1801) was an Italian opera composer.  Cimarosa was born in Aversa, near Naples. His parents were poor, but anxious to give their son a good education. After moving to Naples, they sent him to a free school connected with one of the monasteries in that city. The organist of the monastery, Padre Polcano, was struck by the boy's intellect, and voluntarily instructed him in the elements of music, and also in the ancient and modern literature of his country. <a href=""https://www.last.fm/music/Domenico+Cimarosa"">Read more on Last.fm</a>",17 December 1749,"Aversa, Caserta, Campania, Italy",11 January 1801 (aged 51),10598,Classical,"['Antonio Rosetti', 'Benedetto Marcello', 'Giovanni Paisiello', 'Antonio Lotti', 'Franz Danzi']",[],"['Domenico Cimarosa - Oboe Concerto in C: 3. Siciliana', 'Domenico Cimarosa - Il ritorno di Don Calendrino', 'Domenico Cimarosa - Allegro', 'Domenico Cimarosa - Voldomiro', 'Domenico Cimarosa - Oboe Concerto in C: 1. Introduzione (Larghetto)', 'Domenico Cimarosa - Introduzione', 'Domenico Cimarosa - Il maestro di capella: Sinfonia', 'Domenico Cimarosa - Lux Aeterna. Per soli, coro, archi, 2 corni', 'Domenico Cimarosa - La vergine del sole: ""Agitata in tante pene""', 'Domenico Cimarosa - Concerto in C Minor for Oboe and Strings: IV. Allegro giusto']",Domenico Cimarosa,/wiki/Domenico_Cimarosa
"['William Billings - Early American Choral Music Vol. 1: Anthems And Fuging Tunes By William Billings', 'William Billings - The Cherry Tree: Songs, Carols & Ballads for Christmas', 'William Billings - Early American Choral Music, Vol. 2: Anglo-American Psalmody 1550-1800', 'William Billings - Home to Thanksgiving - Songs of Thanks and Praise', ""William Billings - William Billings: Wake Evr'y Breath""]","William Billings (1746-1800) is considered one of the first significant composers of the United States. He composed and published over 340 choral pieces during his lifetime. From his many published writings Billings manifested a strong personality:  ""For my own Part, as I don't think myself confin'd to any Rules for Composition laid down by any that went before me, neither should I think (were I to pretend to lay down Rules) that any who came after me were any ways obligated to adhere to them <a href=""https://www.last.fm/music/William+Billings"">Read more on Last.fm</a>",7 October 1746,"Boston, Suffolk County, Massachusetts, United States",26 September 1800 (aged 53),1069,Classical,"['Alexander Reinagle', 'Louis Moreau Gottschalk', 'Herbert Howells', 'Arthur Farwell', 'William Grant Still']",[],"[""William Billings - David's Lamentation"", 'William Billings - Chester', 'William Billings - Africa', 'William Billings - I Am the Rose of Sharon', 'William Billings - When Jesus Wept', 'William Billings - Bethlehem', 'William Billings - Creation', 'William Billings - A virgin unspotted', 'William Billings - Shiloh', 'William Billings - Chester (""Let tyrants shake their iron rod"")']",William Billings,/wiki/William_Billings
"['Carl Stamitz - STAMITZ, C.: Clarinet Concertos, Vol.  1', 'Carl Stamitz - STAMITZ, C.: Cello Concertos Nos. 1-3', 'Carl Stamitz - STAMITZ, C.: Clarinet Concertos, Vol.  2', 'Carl Stamitz - Stamitz: Cello Concertos Nos. 1-3', 'Carl Stamitz - STAMITZ, C.: Orchestral Quartets, Op. 14']","Karl Stamitz (May 7, 1745 - November 9, 1801)  was a Bohemian composer, violin, viola and viola d'amore virtuoso. He was the most prominent of the second generation of the so-called Mannheim school.  Stamitz was born in Mannheim and was first taught music by Johann Stamitz, his father and founder of the Mannheim school. He played in the orchestra at Mannheim from 1762 and in 1770 moved to Paris where he became known as a violinist. He later lived in a number of places, including Prague and London. <a href=""https://www.last.fm/music/Carl+Stamitz"">Read more on Last.fm</a>",7 May 1745,"Mannheim, Baden-Württemberg, Germany",9 November 1801 (aged 56),36710,Classical,"['Michael Haydn', 'Johann Nepomuk Hummel', 'Pietro Antonio Locatelli', 'Antonio Salieri', 'Johann Friedrich Fasch']",[],"['Carl Stamitz - Clarinet Concerto No. 1 in F Major: II. Andante moderato', 'Carl Stamitz - Cello Concerto No. 1 in G Major: II. Romance: Andantino', 'Carl Stamitz - III. Rondo: Allegretto', 'Carl Stamitz - Allegro', 'Carl Stamitz - Allegro moderato', 'Carl Stamitz - Rondeau: Allegro', 'Carl Stamitz - II. Aria - Andante moderato', 'Carl Stamitz - II. Andante poco moderato', 'Carl Stamitz - Romance: Andantino', 'Carl Stamitz - Rondo']",Carl Stamitz,/wiki/Carl_Stamitz
"['Luigi Boccherini - Luigi Boccherini: Symphonies', 'Luigi Boccherini - Dreams of Classics', 'Luigi Boccherini - Boccherini: String Quartets Op. 32, Nos. 3-6', 'Luigi Boccherini - BOCCHERINI: Cello Concertos, Nos. 9-12', 'Luigi Boccherini - BOCCHERINI: Guitar Quintets, Vol.  2']","Luigi Rodolfo Boccherini (1743–1805) was a classical-era composer and cellist from Italy.  Boccherini was born on the 19th February 1743 in Lucca, Italy, to a musical family. His father, a cellist and double bass player, sent Luigi to study in Rome in 1757 and, after various concert tours, in 1769 his talents brought him to the Spanish court in Madrid, where he was employed by Don Luis, the younger brother of King Charles III. There he flourished under royal patronage <a href=""https://www.last.fm/music/Luigi+Boccherini"">Read more on Last.fm</a>",19 February 1743,"Lucca, Lucca, Toscana, Italy",28 May 1805 (aged 62),372426,Classical,"['Arcangelo Corelli', 'Carl Philipp Emanuel Bach', 'Georg Friedrich Händel', 'Alessandro Scarlatti', 'Domenico Scarlatti']",[],"['Luigi Boccherini - Minuet', 'Luigi Boccherini - Menuett', 'Luigi Boccherini - String Quintet in E Major, Op. 11, No. 5, G. 275: III. Minuetto', 'Luigi Boccherini - II. Larghetto', 'Luigi Boccherini - Allegro vivace - Tempo di Minuetto - Allegro vivace', 'Luigi Boccherini - Symphonie: 1.Allegro', 'Luigi Boccherini - Allegro assai', 'Luigi Boccherini - Andante grazioso', 'Luigi Boccherini - III. Allegro vivo, ma non presto', 'Luigi Boccherini - Andantino']",Luigi Boccherini,/wiki/Luigi_Boccherini
"['Giovanni Paisiello - PAISIELLO: Piano Concertos Nos. 2 and 4 / Proserpine Overture', 'Giovanni Paisiello - Paisiello: Barbiere Di Siviglia (Il)', 'Giovanni Paisiello - Barry Lyndon', ""Giovanni Paisiello - Cecilia Bartoli - Arie Antiche: Se tu m'ami"", 'Giovanni Paisiello - Casanova']","Giovanni Paisiello (or Paesiello) (May 9, 1740 – June 5, 1816), was an Italian composer of the Classical era.  Paisiello was born at Taranto, where he attended the Jesuit college. The beauty of his singing voice attracted so much attention that in 1754 he was sent to the Conservatorio di S. Onofrio at Naples, where he studied under Francesco Durante, and in due course became assistant master. For the theatre of the Conservatorio, which he left in 1763 <a href=""https://www.last.fm/music/Giovanni+Paisiello"">Read more on Last.fm</a>",9 May 1740,"Roccaforzata, Taranto, Puglia, Italy",5 June 1816 (aged 76),14825,Classical,"['Frederick The Great', 'Domenico Cimarosa', 'Antonio Rosetti', 'Saverio Mercadante', 'Antonio Caldara']",[],"['Giovanni Paisiello - Il Barbiere Di Siviglia', 'Giovanni Paisiello - Piano Concerto No. 4 in G minor: II. Largo', 'Giovanni Paisiello - III. (Rondo): Allegretto', ""Giovanni Paisiello - Sinfonia d'Opera: Allegro vivace"", 'Giovanni Paisiello - III. Allegretto', 'Giovanni Paisiello - Il barbiere di Siviglia (The Barber of Seville): Act I: Cavatina: Saper bramate (Count Almaviva, Rosina)', 'Giovanni Paisiello - Nel cor più non mi sento', 'Giovanni Paisiello - Chi vuol la zingarella (from Zingari in Fiera)', 'Giovanni Paisiello - Nina, o sia la Pazza per Amore: Il mio ben quando verrà', 'Giovanni Paisiello - Concerto In C Major For Harpsicord And Strings']",Giovanni Paisiello,/wiki/Giovanni_Paisiello
"['André Ernest Modeste Grétry - (null)', 'André Ernest Modeste Grétry - Andromaque', ""André Ernest Modeste Grétry - Le triomphe de l'amour - Airs d'opéras français des XVIIe et XVIIIe siècles"", 'André Ernest Modeste Grétry - Céphale et Procris', 'André Ernest Modeste Grétry - Grétry: Zémire et Amor']","André Ernest Modeste Grétry (February 8, 1741 – September 24, 1813) was a composer from the Prince-Bishopric of Liège (present-day Belgium), who worked from 1767 onwards in France and took French nationality. He is most famous for his opéras comiques.   <a href=""https://www.last.fm/music/Andr%C3%A9+Ernest+Modeste+Gr%C3%A9try"">Read more on Last.fm</a>",9 May 1740,"Roccaforzata, Taranto, Puglia, Italy",5 June 1816 (aged 76),79,Classical,"['Joseph Purebel', 'Andrea Luca Luchesi', 'Joseph Boulogne, Chevalier de Saint-George', 'Andreas Romberg', 'Carlos Baguer']",[],"['André Ernest Modeste Grétry - ""Au bien suprème"" aus der Oper ""Lucile""', 'André Ernest Modeste Grétry - Richard Cœur de Lion - Je crains de lui parler la nuit', 'André Ernest Modeste Grétry - Ouverture', 'André Ernest Modeste Grétry - ""Au bien suprème"" de l\'opéra ""Lucile""', 'André Ernest Modeste Grétry - Act II, scena I: Air de Léonore ""Je romps la chaîne qui m\'engage""', 'André Ernest Modeste Grétry - tambourin', 'André Ernest Modeste Grétry - ""Au bien suprème"" dall\'opera ""Lucile""', 'André Ernest Modeste Grétry - Marche', 'André Ernest Modeste Grétry - La Caravane du Caire: Acte I - Ouverture', 'André Ernest Modeste Grétry - Guillaume Tell - Ouverture']",André Ernest Modeste Grétry,/wiki/Andr%C3%A9_Ernest_Modeste_Gr%C3%A9try
"['Andrea Luchesi - Andrea Luchesi, Antonio Vivaldi & Johann Christian Bach: Italian Organ Concertos', 'Andrea Luchesi - (null)', 'Andrea Luchesi - Lucchesi: Requiem e Dies irae', 'Andrea Luchesi - Lucchesi: The Unpublished Symphonies (Arr. A. Granzotto)', 'Andrea Luchesi - Lucchesi: Sinfonie - Sonata - Concerto']","Andrea Luca Luchesi (May 23, 1741 - March 21, 1801), was an Italian composer.  Andrea Luchesi was born at Motta di Livenza, the eleventh child of Pietro Luchese and Caterina Gottardi. The rather wealthy family descended from groups of noble families, who moved from Lucca to Venice in the 14th century (hence the name Luchese. From 1764/65 Andrea began to use the name Luchesi, which we can find written by his contemporaries also as Lucchesi, Lughesi, Luckesi, Lucchezzy, etc. <a href=""https://www.last.fm/music/Andrea+Luchesi"">Read more on Last.fm</a>",23 May 1741,"Motta di Livenza, Treviso, Veneto, Italy",21 March 1801 (aged 59),170,Classical,"['Domenico Cimarosa', 'Johann Adolf Hasse', 'Georg Druschetzky', 'Antonio Casimir Cartellieri', 'Francesco Saverio Mercadante']",[],"['Andrea Luchesi - Konzert in f-dur für Orgel und Streicher: Allegro', 'Andrea Luchesi - Konzert in f-dur für Orgel und Streicher: Andante', 'Andrea Luchesi - Dies Irae', 'Andrea Luchesi - Requiem', 'Andrea Luchesi - Symphony in D Major: I. Allegro', 'Andrea Luchesi - Symphony in D Major: II. Andante', 'Andrea Luchesi - Symphony in D Major: III. Presto', 'Andrea Luchesi - Liber Scriptus', 'Andrea Luchesi - Kyrie', 'Andrea Luchesi - Symphony in E-Flat Major: I. Allegro']",Andrea Luchesi,/wiki/Andrea_Luchesi
